报道时间,省份,城市,新增确诊,新增出院,新增死亡,累计确诊,累计出院,累计死亡
2月8日,辽宁,辽阳市,1.0,0.0,0.0,3,0.0,0.0
2月8日,辽宁,大连市,2.0,0.0,0.0,21,3.0,0.0
2月8日,上海,松江区,1.0,0.0,0.0,14,0.0,0.0
2月8日,上海,闵行区,2.0,0.0,0.0,12,2.0,0.0
2月8日,上海,外地来沪,2.0,0.0,0.0,77,23.0,0.0
2月8日,上海,地市明细不详,0.0,0.0,0.0,0,33.0,4.0
2月8日,山西,运城市,0.0,3.0,0.0,20,4.0,0.0
2月8日,河南,许昌市,0.0,2.0,0.0,32,2.0,0.0
2月8日,海南,海口市,0.0,0.0,0.0,29,2.0,0.0
2月8日,新疆,新疆生产建设兵团,1.0,0.0,0.0,8,0.0,0.0
2月8日,新疆,巴音郭楞州,1.0,0.0,0.0,2,0.0,0.0
2月8日,新疆,乌鲁木齐市,1.0,0.0,0.0,23,0.0,0.0
2月8日,广东,揭阳市,0.0,1.0,0.0,10,1.0,0.0
2月8日,内蒙古,通辽市,1.0,0.0,0.0,4,0.0,0.0
2月8日,内蒙古,包头市,1.0,0.0,0.0,12,0.0,0.0
2月8日,福建,宁德市,5.0,0.0,0.0,27,2.0,0.0
2月8日,福建,龙岩市,1.0,0.0,0.0,5,0.0,0.0
2月8日,福建,南平市,2.0,1.0,0.0,16,1.0,0.0
2月8日,福建,莆田市,3.0,0.0,0.0,57,1.0,0.0
2月8日,福建,厦门市,2.0,0.0,0.0,29,2.0,0.0
2月8日,福建,福州市,2.0,0.0,0.0,77,7.0,0.0
2月8日,北京,地市明细不详,0.0,1.0,1.0,0,33.0,4.0
2月8日,北京,外地来京,0.0,0.0,0.0,35,2.0,0.0
2月8日,北京,密云区,4.0,0.0,0.0,4,0.0,0.0
2月8日,北京,顺义区,1.0,0.0,0.0,10,0.0,0.0
2月8日,北京,通州区,1.0,0.0,0.0,22,1.0,0.0
2月8日,北京,房山区,1.0,0.0,0.0,14,0.0,0.0
2月8日,北京,海淀区,2.0,0.0,0.0,66,0.0,0.0
2月8日,北京,丰台区,4.0,0.0,0.0,30,2.0,0.0
2月8日,北京,朝阳区,2.0,0.0,0.0,70,0.0,0.0
2月8日,北京,西城区,1.0,0.0,0.0,44,0.0,0.0
2月8日,北京,东城区,1.0,0.0,0.0,10,0.0,0.0
2月8日,天津,武清区,1.0,0.0,0.0,1,0.0,0.0
2月8日,天津,宝坻区,6.0,0.0,0.0,29,0.0,1.0
2月8日,陕西,榆林市,1.0,0.0,0.0,3,0.0,0.0
2月8日,陕西,延安市,1.0,0.0,0.0,10,0.0,0.0
2月8日,陕西,咸阳市,1.0,0.0,0.0,20,1.0,0.0
2月8日,陕西,西安市,8.0,0.0,0.0,100,5.0,0.0
2月8日,贵州,黔西南州,1.0,0.0,0.0,5,0.0,0.0
2月8日,贵州,毕节市,4.0,0.0,0.0,21,0.0,0.0
2月8日,贵州,遵义市,3.0,0.0,0.0,15,0.0,0.0
2月8日,宁夏,银川市,2.0,2.0,0.0,34,3.0,0.0
2月8日,海南,昌江县,1.0,0.0,0.0,5,0.0,0.0
2月8日,海南,三亚市,3.0,1.0,0.0,48,9.0,1.0
2月8日,海南,海口市,2.0,0.0,0.0,29,2.0,0.0
2月8日,广东,清远市,0.0,1.0,0.0,13,3.0,0.0
2月8日,广东,河源市,0.0,0.0,0.0,3,0.0,0.0
2月8日,广东,梅州市,1.0,0.0,0.0,16,4.0,0.0
2月8日,广东,湛江市,0.0,0.0,0.0,25,4.0,0.0
2月8日,广东,惠州市,2.0,0.0,0.0,49,1.0,0.0
2月8日,广东,东莞市,3.0,0.0,0.0,58,1.0,0.0
2月8日,广东,佛山市,1.0,0.0,0.0,74,4.0,0.0
2月8日,广东,江门市,0.0,0.0,0.0,14,2.0,0.0
2月8日,广东,汕头市,3.0,0.0,0.0,27,3.0,0.0
2月8日,广东,珠海市,6.0,0.0,0.0,94,4.0,0.0
2月8日,广东,广州市,12.0,7.0,0.0,339,27.0,0.0
2月8日,广东,深圳市,12.0,0.0,0.0,387,34.0,0.0
2月8日,江西,吉安市,1.0,0.0,0.0,20,2.0,0.0
2月8日,江西,鹰潭市,1.0,0.0,0.0,12,0.0,0.0
2月8日,江西,九江市,2.0,0.0,0.0,106,4.0,0.0
2月8日,江西,抚州市,3.0,0.0,0.0,67,7.0,0.0
2月8日,江西,宜春市,5.0,1.0,0.0,77,6.0,0.0
2月8日,江西,赣州市,5.0,0.0,0.0,74,2.0,0.0
2月8日,江西,上饶市,6.0,0.0,0.0,99,5.0,0.0
2月8日,江西,南昌市,6.0,6.0,0.0,185,20.0,0.0
2月8日,江西,新余市,8.0,3.0,0.0,98,8.0,0.0
2月8日,浙江,衢州市,0.0,1.0,0.0,20,3.0,0.0
2月8日,浙江,丽水市,1.0,0.0,0.0,20,3.0,0.0
2月8日,浙江,台州市,4.0,0.0,0.0,155,17.0,0.0
2月8日,浙江,金华市,4.0,0.0,0.0,57,9.0,0.0
2月8日,浙江,绍兴市,2.0,0.0,0.0,42,5.0,0.0
2月8日,浙江,嘉兴市,2.0,0.0,0.0,45,1.0,0.0
2月8日,浙江,湖州市,1.0,0.0,0.0,13,1.0,0.0
2月8日,浙江,温州市,17.0,1.0,0.0,470,50.0,0.0
2月8日,浙江,宁波市,5.0,0.0,0.0,154,12.0,0.0
2月8日,浙江,杭州市,6.0,4.0,0.0,189,22.0,0.0
2月8日,湖南,怀化市,0.0,4.0,0.0,49,14.0,0.0
2月8日,湖南,衡阳市,0.0,0.0,0.0,47,14.0,0.0
2月8日,湖南,娄底市,6.0,0.0,0.0,66,4.0,0.0
2月8日,湖南,永州市,2.0,0.0,0.0,44,10.0,0.0
2月8日,湖南,郴州市,2.0,2.0,0.0,37,8.0,0.0
2月8日,湖南,益阳市,1.0,0.0,0.0,51,6.0,0.0
2月8日,湖南,常德市,2.0,0.0,0.0,78,14.0,0.0
2月8日,湖南,岳阳市,4.0,2.0,0.0,118,8.0,0.0
2月8日,湖南,邵阳市,3.0,2.0,0.0,94,12.0,0.0
2月8日,湖南,湘潭市,3.0,0.0,0.0,32,7.0,0.0
2月8日,湖南,株洲市,2.0,1.0,0.0,53,8.0,0.0
2月8日,湖南,长沙市,6.0,8.0,0.0,218,27.0,0.0
2月8日,河南,洛阳市,1.0,0.0,0.0,27,2.0,0.0
2月8日,河南,开封市,1.0,0.0,0.0,23,1.0,0.0
2月8日,河南,新乡市,2.0,1.0,0.0,49,5.0,0.0
2月8日,河南,濮阳市,2.0,0.0,0.0,7,0.0,0.0
2月8日,河南,周口市,2.0,0.0,0.0,77,10.0,0.0
2月8日,河南,许昌市,2.0,0.0,0.0,32,0.0,0.0
2月8日,河南,焦作市,2.0,1.0,0.0,22,1.0,0.0
2月8日,河南,鹤壁市,2.0,0.0,0.0,15,0.0,0.0
2月8日,河南,平顶山市,2.0,0.0,0.0,53,1.0,1.0
2月8日,河南,安阳市,3.0,0.0,0.0,54,2.0,0.0
2月8日,河南,漯河市,3.0,4.0,0.0,38,4.0,0.0
2月8日,河南,商丘市,4.0,4.0,0.0,83,5.0,0.0
2月8日,河南,驻马店市,7.0,2.0,0.0,123,4.0,0.0
2月8日,河南,郑州市,8.0,5.0,0.0,157,34.0,0.0
2月8日,河南,南阳市,10.0,6.0,0.0,154,11.0,3.0
2月8日,河南,信阳市,16.0,9.0,0.0,221,24.0,0.0
2月8日,江苏,泰州市,1.0,0.0,0.0,32,3.0,0.0
2月8日,江苏,镇江市,2.0,1.0,0.0,13,1.0,0.0
2月8日,江苏,盐城市,1.0,0.0,0.0,18,3.0,0.0
2月8日,江苏,淮安市,3.0,0.0,0.0,42,2.0,0.0
2月8日,江苏,连云港市,3.0,0.0,0.0,30,2.0,0.0
2月8日,江苏,南通市,2.0,0.0,0.0,35,2.0,0.0
2月8日,江苏,苏州市,3.0,0.0,0.0,80,5.0,0.0
2月8日,江苏,常州市,2.0,0.0,0.0,37,5.0,0.0
2月8日,江苏,徐州市,3.0,0.0,0.0,55,3.0,0.0
2月8日,江苏,无锡市,3.0,0.0,0.0,38,1.0,0.0
2月8日,江苏,南京市,8.0,0.0,0.0,72,15.0,0.0
2月8日,四川,自贡市,0.0,2.0,0.0,11,2.0,0.0
2月8日,四川,内江市,0.0,1.0,0.0,18,1.0,0.0
2月8日,四川,雅安市,0.0,1.0,0.0,7,1.0,0.0
2月8日,四川,眉山市,1.0,0.0,0.0,7,1.0,0.0
2月8日,四川,巴中市,1.0,1.0,0.0,21,1.0,0.0
2月8日,四川,广安市,1.0,2.0,0.0,34,3.0,0.0
2月8日,四川,南充市,1.0,0.0,0.0,33,2.0,0.0
2月8日,四川,遂宁市,1.0,0.0,0.0,8,2.0,0.0
2月8日,四川,绵阳市,1.0,0.0,0.0,27,2.0,0.0
2月8日,四川,德阳市,1.0,0.0,0.0,14,0.0,0.0
2月8日,四川,攀枝花市,1.0,1.0,0.0,12,1.0,0.0
2月8日,四川,凉山州,2.0,0.0,0.0,10,0.0,0.0
2月8日,四川,达州市,2.0,0.0,0.0,28,4.0,0.0
2月8日,四川,成都市,7.0,5.0,0.0,142,30.0,1.0
2月8日,安徽,安庆市,5.0,0.0,0.0,79,6.0,0.0
2月8日,安徽,铜陵市,1.0,0.0,0.0,26,5.0,0.0
2月8日,安徽,芜湖市,2.0,0.0,0.0,35,3.0,0.0
2月8日,安徽,马鞍山市,1.0,0.0,0.0,38,0.0,0.0
2月8日,安徽,六安市,10.0,0.0,0.0,54,1.0,0.0
2月8日,安徽,淮南市,7.0,0.0,0.0,23,2.0,0.0
2月8日,安徽,阜阳市,8.0,0.0,0.0,123,9.0,0.0
2月8日,安徽,蚌埠市,11.0,0.0,0.0,102,1.0,0.0
2月8日,安徽,宿州市,1.0,0.0,0.0,31,0.0,0.0
2月8日,安徽,亳州市,9.0,0.0,0.0,87,5.0,0.0
2月8日,安徽,合肥市,13.0,0.0,0.0,141,9.0,0.0
2月8日,黑龙江,双鸭山市,0.0,0.0,2.0,37,1.0,2.0
2月8日,黑龙江,黑河市,1.0,0.0,0.0,2,0.0,0.0
2月8日,黑龙江,鹤岗市,1.0,0.0,0.0,3,0.0,0.0
2月8日,黑龙江,七台河市,1.0,0.0,0.0,12,0.0,0.0
2月8日,黑龙江,牡丹江市,2.0,0.0,0.0,14,0.0,0.0
2月8日,黑龙江,鸡西市,2.0,0.0,0.0,31,0.0,0.0
2月8日,黑龙江,绥化市,5.0,0.0,0.0,47,1.0,3.0
2月8日,黑龙江,哈尔滨市,6.0,0.0,0.0,108,9.0,0.0
2月8日,山东,菏泽市,1.0,0.0,0.0,18,2.0,0.0
2月8日,山东,滨州市,0.0,0.0,0.0,14,3.0,0.0
2月8日,山东,聊城市,7.0,0.0,0.0,30,2.0,0.0
2月8日,山东,德州市,1.0,0.0,0.0,36,2.0,0.0
2月8日,山东,临沂市,3.0,0.0,0.0,45,3.0,0.0
2月8日,山东,日照市,0.0,0.0,0.0,19,2.0,0.0
2月8日,山东,威海市,1.0,0.0,0.0,41,5.0,0.0
2月8日,山东,泰安市,0.0,0.0,0.0,21,1.0,0.0
2月8日,山东,济宁市,3.0,0.0,0.0,43,7.0,0.0
2月8日,山东,潍坊市,2.0,0.0,0.0,32,0.0,0.0
2月8日,山东,烟台市,0.0,0.0,0.0,42,2.0,0.0
2月8日,山东,淄博市,0.0,1.0,0.0,16,1.0,0.0
2月8日,山东,青岛市,2.0,0.0,0.0,59,6.0,0.0
2月8日,山东,济南市,1.0,0.0,0.0,52,3.0,0.0
2月8日,广西,来宾市,1.0,0.0,0.0,3,0.0,0.0
2月8日,广西,河池市,4.0,0.0,0.0,18,0.0,0.0
2月8日,广西,玉林市,1.0,0.0,0.0,11,1.0,0.0
2月8日,广西,钦州市,1.0,0.0,0.0,8,0.0,0.0
2月8日,广西,防城港市,1.0,0.0,0.0,19,1.0,0.0
2月8日,广西,北海市,1.0,0.0,0.0,43,2.0,0.0
2月8日,广西,桂林市,1.0,0.0,0.0,44,5.0,0.0
2月8日,广西,南宁市,1.0,0.0,0.0,37,0.0,0.0
2月8日,吉林,公主岭市,2.0,0.0,0.0,6,1.0,0.0
2月8日,吉林,辽源市,1.0,0.0,0.0,6,0.0,0.0
2月8日,吉林,白城市,1.0,0.0,0.0,1,0.0,0.0
2月8日,河北,保定市,0.0,4.0,0.0,21,8.0,0.0
2月8日,河北,张家口市,1.0,0.0,0.0,14,1.0,0.0
2月8日,河北,承德市,1.0,0.0,0.0,8,0.0,0.0
2月8日,河北,邢台市,2.0,0.0,0.0,22,1.0,0.0
2月8日,河北,秦皇岛市,2.0,0.0,0.0,7,0.0,0.0
2月8日,河北,邯郸市,4.0,0.0,0.0,28,2.0,0.0
2月8日,河北,唐山市,4.0,2.0,0.0,23,2.0,0.0
2月8日,河北,沧州市,5.0,2.0,0.0,30,4.0,2.0
2月8日,河北,廊坊市,5.0,0.0,0.0,22,4.0,0.0
2月8日,上海,嘉定区,1.0,1.0,0.0,5,1.0,0.0
2月8日,上海,宝山区,1.0,0.0,0.0,16,0.0,0.0
2月8日,上海,浦东新区,1.0,0.0,0.0,46,8.0,0.0
2月8日,上海,外地来沪,1.0,0.0,0.0,75,23.0,0.0
2月8日,重庆,两江新区,2.0,0.0,0.0,23,0.0,0.0
2月8日,重庆,奉节县,1.0,0.0,0.0,16,1.0,0.0
2月8日,重庆,垫江县,1.0,0.0,0.0,22,1.0,0.0
2月8日,重庆,大足区,1.0,0.0,0.0,11,0.0,0.0
2月8日,重庆,綦江区,1.0,0.0,0.0,16,0.0,0.0
2月8日,重庆,江北区,1.0,0.0,0.0,23,1.0,0.0
2月8日,重庆,万州区,4.0,0.0,0.0,92,4.0,1.0
2月8日,云南,玉溪市,1.0,0.0,0.0,15,0.0,0.0
2月8日,云南,曲靖市,1.0,0.0,0.0,13,1.0,0.0
2月8日,山西,忻州市,3.0,0.0,0.0,6,0.0,0.0
2月8日,山西,大同市,1.0,3.0,0.0,11,3.0,0.0
2月8日,山西,太原市,1.0,0.0,0.0,15,1.0,0.0
2月8日,山西,晋中市,3.0,0.0,0.0,35,5.0,0.0
2月8日,湖北,恩施州,3.0,3.0,0.0,185,13.0,0.0
2月8日,湖北,潜江市,6.0,1.0,1.0,85,1.0,3.0
2月8日,湖北,天门市,16.0,0.0,0.0,192,1.0,10.0
2月8日,湖北,宜昌市,23.0,13.0,1.0,664,24.0,9.0
2月8日,湖北,咸宁市,33.0,6.0,1.0,540,12.0,2.0
2月8日,湖北,荆门市,35.0,12.0,1.0,678,36.0,21.0
2月8日,湖北,随州市,38.0,14.0,0.0,1005,23.0,9.0
2月8日,湖北,十堰市,43.0,9.0,0.0,478,33.0,0.0
2月8日,湖北,仙桃市,52.0,3.0,0.0,371,14.0,5.0
2月8日,湖北,荆州市,56.0,7.0,1.0,988,31.0,13.0
2月8日,湖北,黄石市,68.0,12.0,0.0,739,43.0,3.0
2月8日,湖北,襄阳市,69.0,3.0,2.0,943,31.0,5.0
2月8日,湖北,鄂州市,98.0,2.0,2.0,589,11.0,20.0
2月8日,湖北,黄冈市,144.0,36.0,4.0,2195,109.0,40.0
2月8日,湖北,孝感市,172.0,13.0,1.0,2413,38.0,27.0
2月8日,湖北,武汉市,1985.0,164.0,67.0,14301,740.0,608.0
2月7日,广东,茂名市,0.0,1.0,0.0,6,1.0,0.0
2月7日,广东,阳江市,0.0,1.0,0.0,21,1.0,0.0
2月7日,甘肃,兰州市,0.0,0.0,1.0,40,5.0,1.0
2月7日,甘肃,平凉市,1.0,0.0,0.0,2,0.0,0.0
2月7日,甘肃,定西市,3.0,0.0,0.0,9,1.0,0.0
2月7日,江苏,南京市,0.0,2.0,0.0,64,15.0,0.0
2月7日,辽宁,葫芦岛市,2.0,0.0,0.0,11,0.0,0.0
2月7日,辽宁,锦州市,1.0,0.0,0.0,8,1.0,0.0
2月7日,重庆,江北区,0.0,1.0,0.0,22,1.0,0.0
2月7日,重庆,合川区,0.0,1.0,0.0,19,1.0,0.0
2月7日,重庆,江津区,0.0,1.0,0.0,6,1.0,0.0
2月7日,重庆,万州区,0.0,1.0,0.0,88,4.0,1.0
2月7日,重庆,云阳县,0.0,2.0,0.0,28,5.0,0.0
2月7日,河南,信阳市,0.0,4.0,0.0,205,15.0,0.0
2月7日,浙江,宁波市,0.0,3.0,0.0,149,12.0,0.0
2月7日,广东,广州市,1.0,1.0,0.0,327,20.0,0.0
2月7日,广东,深圳市,0.0,9.0,0.0,375,34.0,0.0
2月7日,湖南,邵阳市,0.0,1.0,0.0,91,10.0,0.0
2月7日,湖南,长沙市,0.0,1.0,0.0,212,19.0,0.0
2月7日,湖南,岳阳市,0.0,2.0,0.0,114,6.0,0.0
2月7日,湖南,永州市,0.0,2.0,0.0,42,10.0,0.0
2月7日,湖南,衡阳市,0.0,6.0,0.0,47,14.0,0.0
2月7日,内蒙古,赤峰市,0.0,1.0,0.0,5,1.0,0.0
2月7日,海南,三亚市,2.0,0.0,0.0,45,8.0,1.0
2月7日,辽宁,沈阳市,1.0,0.0,0.0,32,2.0,0.0
2月7日,浙江,温州市,0.0,12.0,0.0,453,49.0,0.0
2月7日,海南,三亚市,0.0,2.0,0.0,43,8.0,1.0
2月7日,海南,澄迈县,1.0,0.0,0.0,9,0.0,2.0
2月7日,海南,万宁市,1.0,0.0,0.0,19,0.0,0.0
2月7日,海南,海口市,2.0,0.0,0.0,27,2.0,0.0
2月7日,山东,聊城市,0.0,1.0,0.0,23,2.0,0.0
2月7日,山东,青岛市,0.0,1.0,0.0,57,6.0,0.0
2月7日,山东,济宁市,0.0,0.0,0.0,40,7.0,0.0
2月7日,江苏,扬州市,0.0,2.0,0.0,21,2.0,0.0
2月7日,河北,邢台市,0.0,1.0,0.0,20,1.0,0.0
2月7日,贵州,毕节市,4.0,0.0,0.0,17,0.0,0.0
2月7日,辽宁,沈阳市,0.0,1.0,0.0,31,2.0,0.0
2月7日,黑龙江,绥化市,0.0,1.0,0.0,42,1.0,3.0
2月7日,黑龙江,哈尔滨市,0.0,3.0,0.0,102,9.0,0.0
2月7日,四川,绵阳市,0.0,1.0,0.0,26,2.0,0.0
2月7日,安徽,黄山市,0.0,0.0,0.0,10,1.0,0.0
2月7日,安徽,安庆市,0.0,3.0,0.0,74,6.0,0.0
2月7日,安徽,铜陵市,0.0,3.0,0.0,25,5.0,0.0
2月7日,安徽,芜湖市,0.0,1.0,0.0,33,3.0,0.0
2月7日,安徽,蚌埠市,0.0,1.0,0.0,91,1.0,0.0
2月7日,安徽,阜阳市,0.0,2.0,0.0,115,9.0,0.0
2月7日,安徽,合肥市,0.0,2.0,0.0,128,9.0,0.0
2月7日,湖南,长沙市,0.0,8.0,0.0,212,18.0,0.0
2月7日,湖南,怀化市,0.0,3.0,0.0,49,10.0,0.0
2月7日,湖南,郴州市,0.0,2.0,0.0,35,6.0,0.0
2月7日,河南,平顶山市,0.0,1.0,0.0,51,1.0,1.0
2月7日,香港,香港,1.0,0.0,0.0,2,0.0,0.0
2月7日,河南,驻马店市,0.0,0.0,0.0,116,2.0,0.0
2月7日,河南,信阳市,0.0,2.0,0.0,205,11.0,0.0
2月7日,浙江,舟山市,0.0,1.0,0.0,11,5.0,0.0
2月7日,浙江,绍兴市,0.0,2.0,0.0,40,5.0,0.0
2月7日,浙江,台州市,0.0,3.0,0.0,151,17.0,0.0
2月7日,浙江,杭州市,0.0,2.0,0.0,183,18.0,0.0
2月7日,广东,梅州市,0.0,4.0,0.0,15,4.0,0.0
2月7日,陕西,铜川市,0.0,2.0,0.0,13,3.0,0.0
2月7日,陕西,宝鸡市,0.0,0.0,0.0,12,2.0,0.0
2月7日,云南,西双版纳州,0.0,1.0,0.0,16,1.0,0.0
2月7日,云南,大理州,0.0,1.0,0.0,13,2.0,0.0
2月7日,云南,昆明市,1.0,2.0,0.0,48,2.0,0.0
2月7日,广东,广州市,1.0,0.0,0.0,326,19.0,0.0
2月7日,广东,河源市,1.0,0.0,0.0,3,0.0,0.0
2月7日,广东,湛江市,1.0,0.0,0.0,25,4.0,0.0
2月7日,广东,佛山市,2.0,0.0,0.0,73,4.0,0.0
2月7日,广东,江门市,3.0,1.0,0.0,14,2.0,0.0
2月7日,广东,珠海市,3.0,0.0,0.0,88,4.0,0.0
2月7日,广东,深圳市,5.0,0.0,0.0,375,25.0,0.0
2月7日,山东,聊城市,0.0,1.0,0.0,23,1.0,0.0
2月7日,山东,济宁市,0.0,3.0,0.0,40,7.0,0.0
2月7日,山东,威海市,1.0,0.0,0.0,40,5.0,0.0
2月7日,山东,烟台市,3.0,0.0,0.0,42,2.0,0.0
2月7日,山东,青岛市,1.0,0.0,0.0,57,5.0,0.0
2月7日,山东,济南市,2.0,0.0,0.0,51,3.0,0.0
2月7日,重庆,云阳县,1.0,0.0,0.0,28,3.0,0.0
2月7日,重庆,大足区,1.0,0.0,0.0,10,0.0,0.0
2月7日,重庆,合川区,1.0,0.0,0.0,19,0.0,0.0
2月7日,重庆,万州区,1.0,1.0,0.0,88,3.0,1.0
2月7日,辽宁,锦州市,0.0,1.0,0.0,7,1.0,0.0
2月7日,辽宁,沈阳市,1.0,0.0,0.0,31,1.0,0.0
2月7日,上海,徐汇区,1.0,1.0,0.0,13,1.0,0.0
2月7日,上海,静安区,1.0,1.0,0.0,10,3.0,0.0
2月7日,上海,浦东新区,2.0,2.0,0.0,45,8.0,0.0
2月7日,上海,松江区,3.0,0.0,0.0,13,0.0,0.0
2月7日,上海,外地来沪,1.0,6.0,0.0,74,23.0,0.0
2月7日,浙江,金华市,0.0,1.0,0.0,53,9.0,0.0
2月7日,安徽,黄山市,0.0,1.0,0.0,10,1.0,0.0
2月7日,云南,丽江市,0.0,1.0,0.0,12,1.0,0.0
2月7日,上海,地市明细不详,0.0,0.0,0.0,0,32.0,3.0
2月7日,福建,漳州市,0.0,1.0,0.0,21,1.0,0.0
2月7日,福建,龙岩市,2.0,0.0,0.0,4,0.0,0.0
2月7日,福建,莆田市,2.0,0.0,0.0,54,1.0,0.0
2月7日,福建,三明市,1.0,0.0,0.0,16,0.0,0.0
2月7日,福建,泉州市,1.0,0.0,0.0,50,4.0,0.0
2月7日,福建,厦门市,2.0,1.0,0.0,27,2.0,0.0
2月7日,福建,福州市,1.0,1.0,0.0,75,7.0,0.0
2月7日,北京,丰台区,0.0,2.0,0.0,26,2.0,0.0
2月7日,北京,外地来京,3.0,0.0,0.0,35,2.0,0.0
2月7日,北京,怀柔区,2.0,0.0,0.0,7,0.0,0.0
2月7日,北京,大兴区,2.0,0.0,0.0,39,4.0,0.0
2月7日,北京,昌平区,2.0,0.0,0.0,24,0.0,0.0
2月7日,北京,顺义区,2.0,0.0,0.0,9,0.0,0.0
2月7日,北京,通州区,1.0,0.0,0.0,21,1.0,0.0
2月7日,北京,房山区,2.0,0.0,0.0,13,0.0,0.0
2月7日,北京,石景山区,2.0,0.0,0.0,15,0.0,0.0
2月7日,北京,丰台区,2.0,0.0,0.0,26,0.0,0.0
2月7日,北京,朝阳区,3.0,0.0,0.0,68,0.0,0.0
2月7日,北京,西城区,2.0,0.0,0.0,43,0.0,0.0
2月7日,陕西,咸阳市,0.0,1.0,0.0,19,1.0,0.0
2月7日,陕西,商洛市,1.0,0.0,0.0,8,1.0,0.0
2月7日,陕西,汉中市,1.0,0.0,0.0,24,0.0,0.0
2月7日,陕西,铜川市,1.0,0.0,0.0,13,1.0,0.0
2月7日,陕西,宝鸡市,2.0,2.0,0.0,12,2.0,0.0
2月7日,陕西,西安市,6.0,1.0,0.0,92,5.0,0.0
2月7日,天津,宝坻区,2.0,0.0,0.0,23,0.0,1.0
2月7日,内蒙古,通辽市,1.0,0.0,0.0,3,0.0,0.0
2月7日,内蒙古,赤峰市,1.0,0.0,0.0,5,0.0,0.0
2月7日,内蒙古,呼和浩特市,2.0,0.0,0.0,7,0.0,0.0
2月7日,海南,昌江县,1.0,0.0,0.0,4,0.0,0.0
2月7日,海南,儋州市,1.0,0.0,0.0,16,0.0,0.0
2月7日,海南,海口市,1.0,0.0,0.0,25,2.0,0.0
2月7日,广东,河源市,1.0,0.0,0.0,2,0.0,0.0
2月7日,广东,肇庆市,1.0,0.0,1.0,18,1.0,1.0
2月7日,广东,江门市,2.0,1.0,0.0,11,1.0,0.0
2月7日,广东,汕头市,2.0,0.0,0.0,24,3.0,0.0
2月7日,广东,中山市,2.0,3.0,0.0,51,6.0,0.0
2月7日,广东,惠州市,4.0,0.0,0.0,47,1.0,0.0
2月7日,广东,东莞市,6.0,0.0,0.0,55,1.0,0.0
2月7日,广东,佛山市,7.0,2.0,0.0,71,4.0,0.0
2月7日,广东,深圳市,20.0,0.0,0.0,370,25.0,0.0
2月7日,广东,广州市,29.0,0.0,0.0,325,19.0,0.0
2月7日,新疆,乌鲁木齐市,3.0,0.0,0.0,22,0.0,0.0
2月7日,湖南,衡阳市,0.0,3.0,0.0,47,8.0,0.0
2月7日,湖南,湘西州,1.0,0.0,0.0,11,1.0,0.0
2月7日,湖南,娄底市,2.0,0.0,0.0,60,4.0,0.0
2月7日,湖南,怀化市,2.0,0.0,0.0,49,7.0,0.0
2月7日,湖南,永州市,6.0,0.0,0.0,42,8.0,0.0
2月7日,湖南,郴州市,4.0,2.0,0.0,35,4.0,0.0
2月7日,湖南,益阳市,2.0,0.0,0.0,50,6.0,0.0
2月7日,湖南,张家界市,2.0,0.0,0.0,5,2.0,0.0
2月7日,湖南,常德市,2.0,0.0,0.0,76,14.0,0.0
2月7日,湖南,岳阳市,14.0,1.0,0.0,114,4.0,0.0
2月7日,湖南,邵阳市,9.0,2.0,0.0,91,9.0,0.0
2月7日,湖南,湘潭市,1.0,0.0,0.0,29,7.0,0.0
2月7日,湖南,株洲市,5.0,0.0,0.0,51,7.0,0.0
2月7日,湖南,长沙市,11.0,2.0,0.0,212,10.0,0.0
2月7日,浙江,丽水市,0.0,2.0,0.0,19,3.0,0.0
2月7日,浙江,舟山市,0.0,1.0,0.0,11,4.0,0.0
2月7日,浙江,台州市,5.0,0.0,0.0,151,14.0,0.0
2月7日,浙江,金华市,1.0,1.0,0.0,53,8.0,0.0
2月7日,浙江,绍兴市,1.0,0.0,0.0,40,3.0,0.0
2月7日,浙江,嘉兴市,5.0,0.0,0.0,43,1.0,0.0
2月7日,浙江,温州市,25.0,0.0,0.0,453,37.0,0.0
2月7日,浙江,宁波市,10.0,0.0,0.0,149,9.0,0.0
2月7日,浙江,杭州市,5.0,1.0,0.0,183,16.0,0.0
2月7日,江西,吉安市,1.0,0.0,0.0,19,2.0,0.0
2月7日,江西,鹰潭市,1.0,0.0,0.0,11,0.0,0.0
2月7日,江西,萍乡市,1.0,0.0,0.0,26,2.0,0.0
2月7日,江西,九江市,3.0,1.0,0.0,104,4.0,0.0
2月7日,江西,赣州市,7.0,0.0,0.0,69,2.0,0.0
2月7日,江西,上饶市,8.0,0.0,0.0,93,5.0,0.0
2月7日,江西,宜春市,8.0,1.0,0.0,72,5.0,0.0
2月7日,江西,新余市,9.0,0.0,0.0,90,5.0,0.0
2月7日,江西,抚州市,10.0,2.0,0.0,64,7.0,0.0
2月7日,江西,南昌市,13.0,4.0,0.0,179,14.0,0.0
2月7日,宁夏,吴忠市,1.0,0.0,0.0,9,0.0,0.0
2月7日,宁夏,银川市,2.0,0.0,0.0,32,1.0,0.0
2月7日,贵州,贵阳市,3.0,0.0,0.0,19,1.0,0.0
2月7日,贵州,黔南州,1.0,0.0,0.0,9,3.0,0.0
2月7日,贵州,安顺市,1.0,0.0,0.0,4,0.0,0.0
2月7日,贵州,遵义市,1.0,0.0,0.0,12,0.0,0.0
2月7日,江苏,宿迁市,1.0,0.0,0.0,13,0.0,0.0
